英文,中文
"Just as Merkel once said in May 2017: “To a certain extent, the era of depending 100% on another country for survival is over. Europeans should hold their fate in their own hands.”",正如2017年5月默克尔曾说过：“某种程度上讲，我们百分百依靠别国而活的时代已经过去了，欧洲人应当把命运掌握在自己手中。”
"This is the second institution of higher learning jointly established by a US$130 million donation by the Li Ka Shing Foundation. With effect from next year, the Foundation will commit another RMB2 billion to build Shantou University.",该校为李嘉诚基金会捐资1.3亿美元合作筹建的第二所高校，而李嘉诚基金会明年起将再投资20亿元(人民币，下同)建设汕头大学。
"As German automakers face scrutiny, the government of Chancellor Angela Merkel has also been accused of coddling the powerful car companies and of ignoring signs of the problem.",随着德国汽车制造商面临审查，总理安格拉·默克尔领导的政府也被指责过于放任这些强大的汽车公司，并且忽视了这一问题的种种迹象。
"Xinhua News Agency reported that heavily polluted weather will descend on Beijing, Tianjin, Hebei and surrounding regions from the 16th and worsen by the 19th. The AQI of three cities in Hebei, namely Shijiazhuang, Xinji and Handan, will be dramatically high.",据新华社报道，京津冀及周边地区从16日开始的重污染天气到了19日进一步加剧，河北石家庄、辛集、邯郸3市AQI出现“爆表”。
"Criticism and self-criticism serve as a good medicine and the actual care given to our comrades and ourselves. Performing criticism and self-criticism needs courage and party spirit, and we must not lose our weapon used for defending ourselves and treating diseases.",批评和自我批评是一剂良药，是对同志、对自己的真正爱护。开展批评和自我批评需要勇气和党性，不能把我们防身治病的武器给丢掉了。
"Up to now, in this way, Xiaoshan District collected a total of 5,985 issues, of which 3,868 were solved and 1,496 were in the process of being handled.",截至目前，通过这种方式，萧山区共收集问题五千九百八十五个，其中解决问题三千八百六十八个，正在办理的问题有一千四百九十六个。
Statistics concerning the number of persons engaged in self drive travel published by China Tourism Automobile And Cruise Association showed that the number of persons engaged in self drive travel has continued to grow over the last five years. The share of such tourists as a proportion to domestic tourists has stabilized at above 50%.,据中国旅游车船协会对自驾车出游人数的统计情况来看，近五年来自驾出游人数持续增长，出游人数占国内旅游人数比例稳定在半数以上。
The guts of the mice were DNA sequenced and it was found six bacterial species present in the mice with the immune cells but absent from the mice without them.,对小白鼠的胆固醇进行 DNA 测序，发现有 6 种细菌种群存在于具有免疫细胞的小鼠体内，但没有免疫细胞的小白鼠体内则没有。
"'This nodosaur is truly remarkable in that it is completely covered in preserved scaly skin, yet is also preserved in three dimensions, retaining the original shape of the animal,' said Brown.",布朗说：“这种结节龙真正令人惊叹，因为它被保存的鳞状皮肤完全覆盖，而且，至今被保存在维空间里，从而使其原始形状得以保存。”
Big screen luxury TVs have always been the hallmark of technological competence of manufacturers. The multiple award winning LG 77-inch curved OLED 4K Smart TV is a classic example of this type of products.,大尺寸奢华电视一直是各大厂商技术实力的代表，此次拿奖拿到手软的LG带来的77英寸曲面4K OLED电视就是此类产品的典型。
"Clearly irritated to see one of soccer's biggest players leaving, the Spanish league tried to stymie Neymar's move, claiming that PSG will be breaching FFP.",很显然，看到其中名气最大的球员离开，西班牙联盟深感愤怒，试图阻碍内马尔的该举动，并声称巴黎圣日尔曼足球俱乐部违反《规则》。
"As Folayan explained in a recent interview, ""We had heard that people who are born and raised in Ferguson were not having their voices centered, and we wanted to do it differently.""",正如福莱扬在最近一次采访中所解释的那样，“我们听说在弗格森土生土长的人们没有集中他们的声音，而我们想要以不同的方式去做。”
"According to reports, a large number of foreigners are living in Beijing and the number is growing. However, the language barrier and the convenience of exchanges between the expatriates can easily become excuses for not fully integrating into the local culture.",报道称，北京的外国人数量众多而且在不断增长，但中国的语言障碍以及侨民之间交流的便利很容易成为他们不完全融入当地文化的借口。
"Solutions being looked at include better water distribution and slowing down evaporation from the soil, but also spraying the plants with a protective mix of clay and water and developing varieties more resistant to dry conditions.",正在研究的解决方案包括采取更好的灌溉技术和减缓土壤水分的蒸发，向植株上喷洒粘土和水的保护性混合物，以及开发更为耐旱的品种。
FFP was conceived by Michel Platini after his election as UEFA president in 2007.,《金融公平竞赛规则》是由米歇尔?普拉蒂尼 (Michel Platini) 在 2007 年当选为欧足联主席后提出的构想。
